category,section,key,ui_label,visibility,value_type,risk,apply_class,default_class,reset_policy,help_level,dependency_count,validator_ids,description_source,current_description,validation_text,dependency_text
Harvest / Restüberschuss,High-SOC & Vollspeicher,HARVEST_HIGH_SMA_SOC_ENABLED,High-SOC Parallel-Harvest aktiv,standard,bool,Hoch,live_next_cycle,profile_preset,profile,RICH,4,VAL-008,validation_text,Bei Custom-Profil SOC-Topic Pflicht; Exit < Enter ≤ Voll-Schwelle,Bei Custom-Profil SOC-Topic Pflicht; Exit < Enter ≤ Voll-Schwelle,HARVEST_HIGH_SMA_SOC_ENTER_PERCENT; HARVEST_HIGH_SMA_SOC_EXIT_PERCENT; HARVEST_SMA_FULL_SOC_PERCENT; SECOND_BATTERY_SOC_TOPIC
Harvest / Restüberschuss,High-SOC & Vollspeicher,HARVEST_HIGH_SMA_SOC_ENTER_PERCENT,High-SOC Eintritt,standard,int,Hoch,live_next_cycle,profile_preset,profile,RICH,4,VAL-010,validation_text,1–100 %; Exit < Enter ≤ Voll-Schwelle,1–100 %; Exit < Enter ≤ Voll-Schwelle,HARVEST_HIGH_SMA_SOC_EXIT_PERCENT; HARVEST_SMA_FULL_SOC_PERCENT; HARVEST_HIGH_SMA_SOC_MIN_EXPORT_W; HARVEST_PRIMARY_CHARGE_RESTART_RATIO
Harvest / Restüberschuss,High-SOC & Vollspeicher,HARVEST_HIGH_SMA_SOC_EXIT_PERCENT,High-SOC Austritt,standard,int,Hoch,live_next_cycle,profile_preset,profile,RICH,2,VAL-010,validation_text,0–99 %; Exit < Enter,0–99 %; Exit < Enter,HARVEST_HIGH_SMA_SOC_ENTER_PERCENT; HARVEST_HIGH_SMA_SOC_HOLD_SECONDS
Harvest / Restüberschuss,High-SOC & Vollspeicher,HARVEST_HIGH_SMA_SOC_MIN_EXPORT_W,Mindestexport für High-SOC Eintritt,expert,int,Hoch,live_next_cycle,profile_preset,profile,RICH,3,,validation_text,1–5000 W; kein gewünschter Restexport,1–5000 W; kein gewünschter Restexport,HARVEST_HIGH_SMA_SOC_ENTER_PERCENT; HARVEST_SMA_FULL_SOC_PERCENT; HARVEST_PRIMARY_CHARGE_RESTART_RATIO
Harvest / Restüberschuss,High-SOC & Vollspeicher,HARVEST_SMA_FULL_SOC_PERCENT,SMA Voll-SOC Schwelle,standard,int,Hoch,live_next_cycle,profile_preset,profile,RICH,2,VAL-010,validation_text,Enter-SOC ≤ Wert ≤ 100 %,Enter-SOC ≤ Wert ≤ 100 %,HARVEST_HIGH_SMA_SOC_ENTER_PERCENT; HARVEST_HIGH_SMA_SOC_MIN_EXPORT_W
Harvest / Restüberschuss,Master & Zielbild,REST_SURPLUS_HARVEST_ENABLED,Restüberschuss-Ernte aktivieren,standard,bool,Hoch,live_next_cycle,safe_sentinel,default,RICH,4,VAL-006|VAL-007|VAL-009,CONFIG_SCHEMA.description,"Aktiviert eine spezielle AUTO-Funktion: Wenn der Primärspeicher über längere Zeit nahe seiner Ladegrenze lädt und trotzdem Netzexport übrig bleibt, darf Zendure diesen Restüberschuss zusätzlich laden. Die Funktion startet nicht bei kurzen Spitzen und darf nur laden, niemals Entladung auslösen.","Nur aktivierbar bei CROSS_CHARGE_ENABLED, frischer Leistungskonfiguration und SECOND_BATTERY_MAX_CHARGE_POWER_W",CROSS_CHARGE_ENABLED; SECOND_BATTERY_MAX_CHARGE_POWER_W; REST_SURPLUS_MIN_EXPORT_W; HARVEST_HIGH_SMA_SOC_ENABLED
Harvest / Restüberschuss,Near-Limit-Entry,REST_SURPLUS_ENTRY_CONFIRM_SECONDS,Near-Limit Eintritt bestätigen,expert,int,Hoch,live_next_cycle,profile_preset,profile,RICH,2,,validation_text,1–300 s; unter 2×Intervall warnen; über 180 s warnen,1–300 s; unter 2×Intervall warnen; über 180 s warnen,REST_SURPLUS_MIN_EXPORT_W; INTERVAL_SECONDS
Harvest / Restüberschuss,Near-Limit-Entry,REST_SURPLUS_MIN_EXPORT_W,Mindest-Netzexport zur Aktivierung,expert,int,Hoch,live_next_cycle,profile_preset,profile,RICH,4,,CONFIG_SCHEMA.description,"Mindestexport am Netzanschlusspunkt, ab dem die Restüberschuss-Ernte für den Entry qualifiziert. Dieser Wert ist nur eine Aktivierungs-/Rauschschwelle, kein dauerhaft gewünschter Restexport. Default: 80 W.",20–1000 W; >0; kein gewünschter Restexport,REST_SURPLUS_ENTRY_CONFIRM_SECONDS; HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_RATIO; HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_W; DEADBAND_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_FLOOR_RATIO,Primärspeicher Mindestladeanteil,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,2,VAL-011|VAL-012,validation_text,"0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0","0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0",HARVEST_PRIMARY_CHARGE_FLOOR_W; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_FLOOR_W,Primärspeicher Mindestladeleistung (Override),expert,string,Hoch,live_next_cycle,auto_or_unset,auto,RICH,2,VAL-011|VAL-012,validation_text,Leer/0 oder 1–Primärspeicher-Maximum,Leer/0 oder 1–Primärspeicher-Maximum,HARVEST_PRIMARY_CHARGE_FLOOR_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_RATIO,Primärspeicher Near-Limit Anteil,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,2,VAL-011|VAL-012,validation_text,"0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0","0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0",HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_W; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_W,Primärspeicher Near-Limit Leistung (Override),expert,string,Hoch,live_next_cycle,auto_or_unset,auto,RICH,2,VAL-011|VAL-012,validation_text,Leer/0 oder 1–Primärspeicher-Maximum,Leer/0 oder 1–Primärspeicher-Maximum,HARVEST_PRIMARY_CHARGE_NEAR_LIMIT_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_RESTART_RATIO,Primärspeicher Wiederanlaufanteil,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,2,VAL-011|VAL-012,validation_text,"0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0","0–1; wirkt nur, wenn zugehöriger W-Override leer oder ≤0",HARVEST_PRIMARY_CHARGE_RESTART_W; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Primärspeicher-Schwellen,HARVEST_PRIMARY_CHARGE_RESTART_W,Primärspeicher Wiederanlaufleistung (Override),expert,string,Hoch,live_next_cycle,auto_or_unset,auto,RICH,2,VAL-011|VAL-012,validation_text,Leer/0 oder 1–Primärspeicher-Maximum,Leer/0 oder 1–Primärspeicher-Maximum,HARVEST_PRIMARY_CHARGE_RESTART_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Tageszeitprofil,HARVEST_PRIMARY_CHARGE_TARGET_SHARE_AFTERNOON,SMA-Zielanteil nachmittags,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,3,,validation_text,"0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren","0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren",HARVEST_HIGH_SMA_SOC_TIME_PROFILE_ENABLED; HARVEST_PRIMARY_CHARGE_FLOOR_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Tageszeitprofil,HARVEST_PRIMARY_CHARGE_TARGET_SHARE_MIDDAY,SMA-Zielanteil mittags,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,3,,validation_text,"0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren","0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren",HARVEST_HIGH_SMA_SOC_TIME_PROFILE_ENABLED; HARVEST_PRIMARY_CHARGE_FLOOR_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Harvest / Restüberschuss,Tageszeitprofil,HARVEST_PRIMARY_CHARGE_TARGET_SHARE_MORNING,SMA-Zielanteil morgens,expert,float,Hoch,live_next_cycle,profile_preset,profile,RICH,3,,validation_text,"0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren","0–1, UI 0–100 %; extreme Werte informieren, nicht blockieren",HARVEST_HIGH_SMA_SOC_TIME_PROFILE_ENABLED; HARVEST_PRIMARY_CHARGE_FLOOR_RATIO; SECOND_BATTERY_MAX_CHARGE_POWER_W
Cross-Charge-Schutz,Aktivierung,CROSS_CHARGE_ENABLED,Cross-Charge-Schutz aktiv,standard,bool,Sehr hoch,live_next_cycle,safe_sentinel,default,RICH,5,VAL-006|VAL-007,CONFIG_SCHEMA.description,Aktiviert das Einlesen einer externen Zusatzbatterie per MQTT und verhindert unerwünschtes Batterie-zu-Batterie-Laden.,Primärspeicher-Leistungstopic und korrekte Vorzeichen-/Einheitennormalisierung erforderlich,SECOND_BATTERY_SOURCE_PROFILE; SECOND_BATTERY_POWER_TOPIC; SECOND_BATTERY_DISCHARGE_SIGN; CROSS_CHARGE_SIGNIFICANT_W; SECOND_BATTERY_STALE_BLOCK_CHARGE
Cross-Charge-Schutz,Fallback bei fehlenden Daten,SECOND_BATTERY_STALE_BLOCK_CHARGE,Bei Daten-Timeout Ladung blockieren,standard,bool,Sehr hoch,live_next_cycle,product_default,default,RICH,4,,CONFIG_SCHEMA.description,"Konservativer Fallback: Wenn der Cross-Charge-Schutz aktiv ist, aber keine frischen Zusatzbatteriedaten vorliegen, wird Zendure-Ladung blockiert.",Bei aktivem Harvest/Cross-Charge empfohlen; Abschalten erfordert Schutzwarnung,SECOND_BATTERY_STALE_TIMEOUT_SECONDS; CROSS_CHARGE_ENABLED; REST_SURPLUS_HARVEST_ENABLED; SMA_GUARD_RAMP_DOWN_W
Cross-Charge-Schutz,Schaltschwelle & Hysterese,CROSS_CHARGE_SIGNIFICANT_W,Gegenfluss ab,standard,int,Hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,Ab diesem gegenläufigen Leistungsfluss zwischen Zusatzbatterie und Zendure wird der Cross-Charge-Schutz aktiv. Eine interne niedrigere Freigabeschwelle verhindert hektisches Ein-/Ausschalten.,0–5000 W; 0 bedeutet Reaktion auf jeden nichtnulligen Gegenfluss und erzeugt erhöhtes Rausch-/Stellrisiko,SECOND_BATTERY_STALE_TIMEOUT_SECONDS; MIN_COMMAND_CHANGE_W
Kommandowirkung & Resync,0-W-Neutralisierung,COMMAND_NEUTRALIZATION_TIMEOUT_SECONDS,Prüfzeit für 0-W-Neutralisierung,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,Nach dieser Zeit muss eine sicherheitsrelevante 0-W-Neutralisierung physisch bestätigt sein. Bei fortbestehender Leistung sendet ZEC AC-Modus sowie beide Limits als Full-State-Neutralisierung erneut.,5–300 s; kleiner als sichere Telemetrie-/Readback-Latenz warnen,COMMAND_RESYNC_COOLDOWN_SECONDS; COMMAND_EFFECT_TOLERANCE_W
Kommandowirkung & Resync,Command-State & Flash-Schutz,ZENDURE_COMMAND_STATE_FRESH_SECONDS,Gültigkeit Zendure-Command-State,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,3,,CONFIG_SCHEMA.description,"Maximales Alter der rückgelesenen Werte smartMode, acMode, inputLimit und outputLimit. Dynamische Limitänderungen werden nur bei bestätigtem smartMode=1 freigegeben.",5–300 s; kleiner als MQTT-/Gerätelatenz warnen,ZENDURE_SMART_MODE_RETRY_SECONDS; ZENDURE_COMMAND_STATE_RETRY_SECONDS; COMMAND_EFFECT_TIMEOUT_SECONDS
Kommandowirkung & Resync,Command-State & Flash-Schutz,ZENDURE_COMMAND_STATE_RETRY_SECONDS,Wiederholintervall vollständiger Command-State,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,"Mindestabstand für einen erneuten vollständigen Modus-/Limit-Abgleich, solange die Rücklesung noch nicht konsistent ist.",5–600 s; kurze Werte erhöhen Full-State-Publishes,ZENDURE_COMMAND_STATE_FRESH_SECONDS; ZENDURE_SMART_MODE_RETRY_SECONDS
Kommandowirkung & Resync,Command-State & Flash-Schutz,ZENDURE_SMART_MODE_RETRY_SECONDS,Wiederholintervall Flash-Schutz,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,"Mindestabstand für erneutes smartMode=ON, wenn der volatile Flash-Schutz noch nicht rückgelesen wurde.",5–600 s; kurze Werte erhöhen wiederholte Gerätekommandos,ZENDURE_COMMAND_STATE_FRESH_SECONDS; ZENDURE_COMMAND_STATE_RETRY_SECONDS
Kommandowirkung & Resync,MQTT-Recovery,COMMAND_RESYNC_STALE_MIN_SECONDS,Resync ab Stale-Dauer,expert,int,Hoch,live_next_cycle,product_default,default,RICH,3,,CONFIG_SCHEMA.description,"Mindestdauer eines unsicheren Zendure-MQTT-Zustands, bevor Recovery einen Command-Resync auslöst.",3–600 s; kleiner als Command-State-Freshness nur mit Warnung,COMMAND_RESYNC_STALE_MIN_CYCLES; COMMAND_RESYNC_COOLDOWN_SECONDS; ZENDURE_COMMAND_STATE_FRESH_SECONDS
Kommandowirkung & Resync,Notfall-/Legacy-Verhalten,COMMAND_RESYNC_ON_MQTT_RECOVERY_ALWAYS,Zendure-Command-Resync bei jeder MQTT-Recovery,protected_expert,bool,Sehr hoch,live_next_cycle,product_default,default,RICH,3,,CONFIG_SCHEMA.description,"Notfall-/Legacy-Schalter: erzwingt Resync bei jeder Zendure-MQTT-Recovery. Standard in V12.11.2-RC1 ist aus, damit kurze STALE-Phasen keinen Resync-Sturm auslösen.",Default aus; Aktivierung nur mit Warnung vor zusätzlicher Publish-/Resync-Aktivität,COMMAND_RESYNC_STALE_MIN_SECONDS; COMMAND_RESYNC_STALE_MIN_CYCLES; COMMAND_RESYNC_COOLDOWN_SECONDS
Kommandowirkung & Resync,Recovery nach bestätigtem Mismatch,COMMAND_EFFECT_FORCE_RESEND_SECONDS,Resend-Zeit bei anhaltender Nichtwirkung,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,Nach dieser Zeit sendet ZEC einen weiterhin unwirksamen aktiven Sollzustand vollständig erneut. Resync-Versand und anschließend bestätigte Gerätewirkung werden getrennt dokumentiert.,30–900 s; effektiv nie kleiner als COMMAND_EFFECT_TIMEOUT_SECONDS; zusätzlich Resync-Cooldown beachten,COMMAND_EFFECT_TIMEOUT_SECONDS; COMMAND_RESYNC_COOLDOWN_SECONDS
Kommandowirkung & Resync,Recovery-Drosselung,COMMAND_RESYNC_COOLDOWN_SECONDS,Resync-Cooldown,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,3,,CONFIG_SCHEMA.description,"Unterdrückt identische Resync-Wiederholungen im Cooldown, außer bei weiter bestätigtem Mismatch nach Ablauf des Cooldowns.",0–1800 s; 0 nur mit deutlicher Sturm-/Verschleißwarnung,COMMAND_EFFECT_FORCE_RESEND_SECONDS; COMMAND_NEUTRALIZATION_TIMEOUT_SECONDS; ZENDURE_COMMAND_STATE_RETRY_SECONDS
Kommandowirkung & Resync,Sollwerttracking,COMMAND_EFFECT_TOLERANCE_PERCENT,Relative Soll/Ist-Toleranz für Zielwerttracking,expert,int,Hoch,live_next_cycle,product_default,default,RICH,1,,CONFIG_SCHEMA.description,"Relative Toleranz für hohe Sollwerte. Sie verändert nur die Wirkungsdiagnose, niemals den Regler-Sollwert oder eine Gerätegrenze.","Wirksame Toleranz = max(absolute W-Toleranz, relative Prozenttoleranz des Sollwerts)",COMMAND_EFFECT_TOLERANCE_W; COMMAND_EFFECT_TOLERANCE_PERCENT
Kommandowirkung & Resync,Sollwerttracking,COMMAND_EFFECT_TOLERANCE_W,Absolute Soll/Ist-Toleranz für Zielwerttracking,expert,int,Hoch,live_next_cycle,product_default,default,RICH,1,,CONFIG_SCHEMA.description,Absolute Mindesttoleranz für das Zielwerttracking. Verwendet wird der größere Wert aus dieser absoluten Toleranz und der relativen Prozenttoleranz.,"Wirksame Toleranz = max(absolute W-Toleranz, relative Prozenttoleranz des Sollwerts)",COMMAND_EFFECT_TOLERANCE_W; COMMAND_EFFECT_TOLERANCE_PERCENT
Kommandowirkung & Resync,Wirkungsbewertung,COMMAND_EFFECT_MIN_TARGET_W,Mindest-Sollwert für Wirksamkeitsdiagnose,expert,int,Hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,Unterhalb dieser Schwelle ist die physische Wirkung nicht belastbar bewertbar; der Zustand wird nicht als COMMAND_EFFECTIVE ausgegeben.,0–500 W; nicht mit tatsächlicher Mindestleistung des Geräts verwechseln,COMMAND_EFFECT_MIN_W; COMMAND_EFFECT_TOLERANCE_W
Kommandowirkung & Resync,Wirkungsbewertung,COMMAND_EFFECT_MIN_W,Mindest-Istleistung für Richtungsreaktion,expert,int,Hoch,live_next_cycle,product_default,default,RICH,2,,CONFIG_SCHEMA.description,"Schwellwert, ab dem eine unabhängige Istleistungsbeobachtung als belastbare Reaktion in Lade- oder Entladerichtung gilt. Das beweist noch kein vollständiges Sollwerttracking.",30–500 W; kleiner als typische Mess-/Rauschunsicherheit warnen,COMMAND_EFFECT_MIN_TARGET_W; COMMAND_EFFECT_TIMEOUT_SECONDS
Kommandowirkung & Resync,Wirkungsbewertung,COMMAND_EFFECT_TIMEOUT_SECONDS,Warnzeit für fehlende oder unzureichende Wirkung,protected_expert,int,Sehr hoch,live_next_cycle,product_default,default,RICH,4,,CONFIG_SCHEMA.description,Nach dieser zusammenhängenden Zeit desselben Lade-/Entlade-Intents bestätigt ZEC fehlende Richtungsreaktion oder dauerhaft erhebliches Untertracking. Kleine Wattänderungen derselben Richtung starten die Zeit nicht neu.,10–600 s; Force-Resend wirkt nie früher,COMMAND_EFFECT_FORCE_RESEND_SECONDS; COMMAND_EFFECT_MIN_W; COMMAND_EFFECT_TOLERANCE_W; COMMAND_EFFECT_TOLERANCE_PERCENT
Messdaten & Speicherung,CSV-Messdaten & Rotation,MEASUREMENT_LOG_MAX_BYTES,Max Dateigröße,expert,int,Mittel,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Bei Überschreitung wird rotiert. Zusammen mit der Dateianzahl bestimmt dieser Wert die geschätzte Aufbewahrung.,,
Messdaten & Speicherung,Fallback,MEASUREMENT_LOG_ALLOW_SD_FALLBACK,SD-Fallback bei USB-Ausfall,standard,bool,Hoch,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,"Wenn das externe Speicherziel nicht verfügbar ist, darf begrenzt auf die interne SD geschrieben werden. Der Fallback wird sichtbar markiert und enger rotiert.",Nur relevant bei external/custom,MEASUREMENT_LOG_FALLBACK_DIR; MEASUREMENT_DB_PATH
Messdaten & Speicherung,Fallback,MEASUREMENT_LOG_FALLBACK_DIR,SD-Fallback-Verzeichnis,expert,string,Hoch,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,"Begrenztes Fallback-Verzeichnis auf der internen SD, falls ein externes Logziel ausfällt.",Beschreibbar und bewusst begrenzt,"MEASUREMENT_LOG_MOUNTPOINT, MEASUREMENT_LOG_STORAGE_TARGET"
Messdaten & Speicherung,Fallback,MEASUREMENT_LOG_FALLBACK_MAX_BYTES,Fallback Max Dateigröße,expert,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Kleinere Rotationsgrenze für den SD-Fallback, damit ein USB-Ausfall die SD nicht unbegrenzt belastet.",100000–100000000 Bytes,
Messdaten & Speicherung,Measurement-V4,MEASUREMENT_LOG_FILE,Messdaten-Datei,protected_expert,string,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Dateiname der aktuellen Measurement-Datei. Bei V4 und Standardname schreibt der Controller automatisch zendure_measurements_v4.csv, damit V3 und V4 nicht gemischt werden.",Nur Dateiname; .csv empfohlen,
Messdaten & Speicherung,Measurement-V4,MEASUREMENT_LOG_MODE,V4-Messwertaufzeichnung,standard,enum,Hoch,live_next_cycle,safe_sentinel,default,BASE,2,VAL-018,CONFIG_SCHEMA.description,"Aus: keine zyklischen Messdaten, schont die SD-Karte. Standard: vollständige Reglerdiagnose inklusive Freshness, MQTT-Stale-Aggregat, Sollwertkaskade, Kommando und Szenario ohne Zendure. Erweitert: Standard plus Detaildaten für Simulation, What-if und tiefe MQTT-/Freshness-Analyse; erzeugt größere Dateien und sollte gezielt genutzt werden.",Extended nur nach zusätzlicher Volumen-/Pi-Hinweisbestätigung,MEASUREMENT_SCHEMA_VERSION; MEASUREMENT_LOG_STORAGE_TARGET
Messdaten & Speicherung,SQLite-Graphstore,MEASUREMENT_DB_ENABLED,SQLite-Graphstore,standard,bool,Mittel–hoch,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,"Schreibt parallel zu CSV/V4 einen leichten SQLite-Store für schnelle Status- und Graphdaten. Läuft auch, wenn Messdaten-CSV deaktiviert ist; die Regelung wird bei DB-Fehlern nicht blockiert.","Deaktivierung beendet neue Writes, löscht DB nicht",MEASUREMENT_DB_PATH; MEASUREMENT_LOG_STORAGE_TARGET
Messdaten & Speicherung,SQLite-Graphstore,MEASUREMENT_DB_PATH,SQLite-Pfad optional,protected_expert,string,Hoch,protected_action,legacy_internal,none,BASE,0,VAL-021,CONFIG_SCHEMA.description,Optionaler absoluter Pfad zur SQLite-Datei. Leer bedeutet: automatisch neben den Messdaten im aktiven Speicherziel.,Leer oder absoluter beschreibbarer Pfad,
Messdaten & Speicherung,Schreibstrategie,MEASUREMENT_LOG_FLUSH_EVERY_ROWS,Flush alle X Zeilen,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Schreibt gepufferte Messdaten periodisch aus dem Python-Puffer. Kein hartes fsync pro Zeile; bei Stromausfall können letzte Messdaten fehlen.,1–10000; gemeinsam mit Sekundenwert anzeigen,
Messdaten & Speicherung,Schreibstrategie,MEASUREMENT_LOG_FLUSH_EVERY_SECONDS,Flush alle X Sekunden,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Zeitbasierte Flush-Grenze für gepuffertes Logging. Reduziert kleine Sync-Schreibvorgänge gegenüber hartem Schreiben pro Messpunkt.,1–3600 s,
Messdaten & Speicherung,Speicherschutz,MEASUREMENT_LOG_MIN_FREE_DISK_MB,Mindestfreier Speicher,standard,int,Hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Mindestfreier Speicher am aktuell aktiven Messdatenziel: interne SD, externer USB-/Mountpoint oder bei aktivem Fallback der SD-Fallback-Pfad. Wenn weniger Speicher frei ist, pausiert das Messdaten-Logging; die Regelung läuft weiter.",100–100000 MB; höher als Zielkapazität blockieren,
Messdaten & Speicherung,Speicherziel,MEASUREMENT_LOG_DIR,Messdaten-Verzeichnis / Custom-Pfad,standard,string,Hoch,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,"Verzeichnis für ZEC-MEASUREMENT-Messdaten. Bei internal_sd/custom_path wird dieses Feld direkt verwendet. Bei external_mount wird es als Unterordner auf dem USB-/Mountpoint verwendet, z. B. USB + ZEC/logs.",Nicht leer; beschreibbar; external ohne Pfadflucht,MEASUREMENT_LOG_MODE
Messdaten & Speicherung,Speicherziel,MEASUREMENT_LOG_MOUNTPOINT,USB-/Mountpoint,standard,string,Hoch,live_next_cycle,auto_or_unset,auto,BASE,2,,CONFIG_SCHEMA.description,"Optionaler Mountpoint für externes Messdaten-Logging, z. B. /media/pi/USBSTICK oder /mnt/zec-logs. Wenn leer, wird bei Speicherziel external_mount ein erkannter schreibbarer USB-/Mountpoint automatisch verwendet.",Nur bei external_mount; echter Mount und beschreibbar,"MEASUREMENT_LOG_FALLBACK_DIR, MEASUREMENT_LOG_STORAGE_TARGET"
Messdaten & Speicherung,Speicherziel,MEASUREMENT_LOG_STORAGE_TARGET,V4-Speicherziel,standard,enum,Hoch,live_next_cycle,product_default,default,BASE,3,,CONFIG_SCHEMA.description,"Legt fest, wo Messdaten primär geschrieben werden. Bei erkanntem USB-/Mountpoint wird ein schreibbarer externer Mount automatisch verwendet; das Feld USB-/Mountpoint kann optional einen bestimmten Mountpoint festlegen.","Ziel vor Speichern auf Mount, Schreibbarkeit und freien Speicher prüfen",MEASUREMENT_LOG_MOUNTPOINT; MEASUREMENT_LOG_DIR; MEASUREMENT_DB_PATH
Messdaten & Speicherung,Tageskurve & RAM-Historie,GRAPH_HISTORY_LIMIT,Graph-Historie,expert,int,Mittel,live_next_cycle,product_default,default,BASE,1,,CONFIG_SCHEMA.description,Anzahl der im RAM gehaltenen Graph-Datenpunkte. Diese Historie ist unabhängig vom dauerhaften Messdaten-Logging.,50–5000 Punkte; Zeitspanne aus beobachtetem Zyklusabstand anzeigen,INTERVAL_SECONDS
Messdaten & Speicherung,Tageskurve & RAM-Historie,SOC_DAY_GRAPH_BOOTSTRAP_CACHE_SECONDS,SOC-Tagesgraph Bootstrap-Cache,expert,int,Niedrig–mittel,live_next_cycle,product_default,default,BASE,0,,validation_text,60–3600 s,60–3600 s,
Messdaten & Speicherung,Tageskurve & RAM-Historie,SOC_DAY_GRAPH_BOOTSTRAP_FROM_MEASUREMENTS,SOC-Tageskurve aus Messdaten starten,expert,bool,Niedrig,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,"Versucht beim Abruf der SOC-Tageskurve, heutige Measurement-V4-Logs best-effort einzulesen. Fehler sind nicht kritisch; die Kurve startet dann ab jetzt.",Keine Regelwirkung,MEASUREMENT_DB_ENABLED; MEASUREMENT_LOG_MODE
Messdaten & Speicherung,Tageskurve & RAM-Historie,SOC_DAY_GRAPH_ENABLED,SOC-Tageskurve anzeigen,standard,bool,Niedrig,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,Zeigt auf der Statusseite eine leichte 24h-Zendure-SOC-Kurve für den aktuellen lokalen Tag.,Ausblenden löscht keine Messdaten,
Messdaten & Speicherung,Tageskurve & RAM-Historie,SOC_DAY_GRAPH_SAMPLE_SECONDS,CSV-/V4-Fallback-Auflösung der SOC-Tageskurve,expert,int,Mittel,live_next_cycle,product_default,default,BASE,2,,CONFIG_SCHEMA.description,Samplingintervall der SOC-Tageskurve im RAM. Default 60 Sekunden; der Controller hält maximal etwa 1440 Punkte pro Tag.,10–900 s empfohlen,SOC_DAY_GRAPH_BOOTSTRAP_FROM_MEASUREMENTS; SOC_DAY_GRAPH_BOOTSTRAP_CACHE_SECONDS
Messdaten & Speicherung,V4-Manifest & I/O,MEASUREMENT_V4_MANIFEST_UPDATE_EVERY_ROWS,V4 Manifest-Update nach Zeilen,expert,int,Mittel–hoch,live_next_cycle,product_default,default,BASE,0,,CONFIG_SCHEMA.description,"Schreibt das V4-Manifest gepuffert statt pro Zyklus. Niedrigere Werte sind aktueller, höhere Werte reduzieren I/O.",Zeilen >=1 beziehungsweise Sekunden >=5,
